Name: CCTV-3, URL: http://221.205.180.18:8005/rtp/226.0.2.208:9576, IPv_Type: ipv4, Date: None, Delay: 7193 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://223.145.224.103:8000/rtp/239.76.253.153:9000, IPv_Type: ipv4, Date: None, Delay: 5633 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://223.145.224.183:8000/rtp/239.76.253.153:9000, IPv_Type: ipv4, Date: None, Delay: 4131 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-3, URL: http://36.46.67.251:4022/rtp/239.112.205.221:5140, IPv_Type: ipv4, Date: None, Delay: 4856 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-3, URL: http://222.141.135.201:8888/rtp/225.1.4.158:1194, IPv_Type: ipv4, Date: None, Delay: 2664 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-3, URL: http://121.233.142.35:8888/rtp/239.49.8.74:8000, IPv_Type: ipv4, Date: None, Delay: 4789 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-3, URL: http://222.67.40.127:8888/rtp/239.45.1.68:5140, IPv_Type: ipv4, Date: None, Delay: 3748 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://183.53.109.208:9090/rtp/239.77.1.163:5146, IPv_Type: ipv4, Date: None, Delay: 2899 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://183.53.109.208:9090/rtp/239.77.1.166:5146, IPv_Type: ipv4, Date: None, Delay: 2899 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://183.53.109.208:9090/rtp/239.77.0.78:5146, IPv_Type: ipv4, Date: None, Delay: 2899 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://113.89.247.89:4200/rtp/239.77.1.163:5146, IPv_Type: ipv4, Date: None, Delay: 2164 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://113.89.247.89:4200/rtp/239.77.1.166:5146, IPv_Type: ipv4, Date: None, Delay: 2164 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://113.89.247.89:4200/rtp/239.77.0.78:5146, IPv_Type: ipv4, Date: None, Delay: 2164 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://106.87.51.16:8888/rtp/235.254.198.3:1288, IPv_Type: ipv4, Date: None, Delay: 4797 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://111.226.67.119:9999/rtp/239.254.200.190:6307, IPv_Type: ipv4, Date: None, Delay: 4895 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://222.84.235.130:4022/rtp/239.81.0.96:4056, IPv_Type: ipv4, Date: None, Delay: 5811 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://122.242.208.17:8888/rtp/233.50.201.4:5140, IPv_Type: ipv4, Date: None, Delay: 5371 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://117.68.218.143:4022/rtp/238.1.78.236:7760, IPv_Type: ipv4, Date: None, Delay: 4434 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-4, URL: http://113.65.7.94:8888/rtp/239.255.40.161:8208, IPv_Type: ipv4, Date: None, Delay: 7126 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://39.89.58.54:8888/rtp/239.253.254.111:8000, IPv_Type: ipv4, Date: None, Delay: 3807 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://39.89.58.54:8888/rtp/239.253.254.186:8000, IPv_Type: ipv4, Date: None, Delay: 3807 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://39.89.58.54:8888/rtp/239.253.254.187:8000, IPv_Type: ipv4, Date: None, Delay: 3807 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://27.18.232.249:9100/rtp/239.69.1.138:10466, IPv_Type: ipv4, Date: None, Delay: 5706 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://27.18.232.249:9100/rtp/239.254.96.155:9004, IPv_Type: ipv4, Date: None, Delay: 5706 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://221.205.180.18:8005/rtp/226.0.2.156:9160, IPv_Type: ipv4, Date: None, Delay: 7193 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://223.145.224.103:8000/rtp/239.76.253.154:9000, IPv_Type: ipv4, Date: None, Delay: 5633 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://223.145.224.103:8000/rtp/239.76.253.95:9000, IPv_Type: ipv4, Date: None, Delay: 5633 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://223.145.224.183:8000/rtp/239.76.253.154:9000, IPv_Type: ipv4, Date: None, Delay: 4131 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://223.145.224.183:8000/rtp/239.76.253.95:9000, IPv_Type: ipv4, Date: None, Delay: 4131 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-4, URL: http://36.46.67.251:4022/rtp/239.112.205.202:5140, IPv_Type: ipv4, Date: None, Delay: 4856 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://222.141.135.201:8888/rtp/225.1.5.30:1333, IPv_Type: ipv4, Date: None, Delay: 2664 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://222.141.135.201:8888/rtp/225.1.4.4:1033, IPv_Type: ipv4, Date: None, Delay: 2664 ms, Speed: 0.00 M/s, Resolution: None
Name: CCTV-4, URL: http://121.233.142.35:8888/rtp/239.49.8.51:9806, IPv_Type: ipv4, Date: None, Delay: 4789 ms, Speed: 0.03 M/s, Resolution: None
Name: CCTV-4, URL: http://222.67.40.127:8888/rtp/239.45.0.2:5140, IPv_Type: ipv4, Date: None, Delay: 3748 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://183.53.109.208:9090/rtp/239.77.0.170:5146, IPv_Type: ipv4, Date: None, Delay: 2899 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://183.53.109.208:9090/rtp/239.77.0.177:5146, IPv_Type: ipv4, Date: None, Delay: 2899 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://113.89.247.89:4200/rtp/239.77.0.170:5146, IPv_Type: ipv4, Date: None, Delay: 2164 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://113.89.247.89:4200/rtp/239.77.0.177:5146, IPv_Type: ipv4, Date: None, Delay: 2164 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://106.87.51.16:8888/rtp/235.254.198.142:1846, IPv_Type: ipv4, Date: None, Delay: 4797 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://111.226.67.119:9999/rtp/239.254.201.153:7206, IPv_Type: ipv4, Date: None, Delay: 4895 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://222.84.235.130:4022/rtp/239.81.0.232:4056, IPv_Type: ipv4, Date: None, Delay: 5811 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://122.242.208.17:8888/rtp/233.50.201.197:5140, IPv_Type: ipv4, Date: None, Delay: 5371 ms, Speed: 0.01 M/s, Resolution: None
Name: CCTV-5, URL: http://117.68.218.143:4022/rtp/238.1.78.171:7240, IPv_Type: ipv4, Date: None, Delay: 4434 ms, Speed: 0.02 M/s, Resolution: None
Name: CCTV-5, URL: http://113.65.7.94:8888/rtp/239.255.40.176:8208, IPv_Type: ipv4, Date: None, Delay: 7126 ms, Speed: 0.00 M/s, Resolution: None
